text,label
"1516 – Nach dem Tod des Großvaters mütterlicherseits, des Königs Ferdinand des Katholischen von Aragonien, der zusammen mit seiner Gemahlin Isabella von Kastilien die Grundlagen für die Weltgeltung Spaniens schuf, erbt Karl I",7
"'In Sachen Flüchtlinge will sich Bürgermeister Michael Häupl in Wien nichts vorwerfen lassen, bundesweit sieht er Versäumnisse",5
Russische Equipe gewinnt Zeitfahren zum Auftakt der Österreich-Rundfahrt – Deutscher Selig erster Mann in Gelb,4
"Werner Faymann steht in der Kritik, noch hat der SPÖ-Chef Unterstützer",5
Fortdauernder Streit um Zulassung des Herbizids,3
"Kreise: Noch nicht klar, ob Sanierung mit oder ohne Eigenverwaltung – Rund 300 Mitarbeiter betroffen",3
Exoplanet Janssen liegt rund 40 Lichtjahren entfernt – Leben ist dort eher nicht zu erwarten,7
"Gerät soll Mausbedienung revolutionieren, zeigt in der Praxis aber Schwächen",0
"Eine deutsche Busfirma berichtet, dass die Sachbeschädigungen zurückgegangen sind",0
Ehemaliger Ministerpräsident spricht auch mit anderen Parteien über eine neue Regierung,2
5,0
In Malaysia baut Osram eine eigene LED-Chipfabrik,0
Bürgermeister Schaden verwundert über Abstimmungsverhalten der Freiheitlichen,5
'Angreifer trug Bekennerschreiben und Zettel mit schwarzer IS-Fahne bei sich,2
"""Größerer Schritt"" bei Redesign Anfang 2016 geplant, Benimmkolumne mit wechselnden Autoren, darunter Rudolf Fußi",6
Eurofinanzminister insgesamt zufrieden mit griechischen Reformen – Keine definitive Entscheidung für Montag erwartet,3
Betroffene hatte sich juristisch gegen Outing gewehrt und auf Unterlassung geklagt,0
Eagles of Death Metal riefen zur Teilnahme an Spendenaktion auf,8
Die Jobs für niedrig ausgebildete Arbeitskräfte verschwinden laut AMS-Chef Kopf sukzessive,3
"In Kürze soll ein Gesetzesvorschlag kommen, der Bestpreisklauseln in den Verträgen zwischen Buchungsplattformen und Hotels verbietet",3
G-7-Gegner unterwegs,2
Team von Ralph Hasenhüttl holt sich am Sonntag gegen Darmstadt mit 3:1 den Sieg,4
Belohnung für Fortschritte im EU-Annäherungsprozess erhofft,2
Immer weniger Rückhalt für Dilma Rousseff,2
15 Personen aus Pakistan und dem Iran wurden von der Polizei aufgegriffen,1
Die Insel liegt keine 500 Kilometer vom afrikanischen Festland entfernt und wurde erst sehr spät von Menschen erobert – offenbar von Südostasien aus,7
Beschäftigungsaufbau denkbar,0
Ansicht über angemessene Straffung der Geldpolitik wird möglicherweise überdacht,3
Kritik an Finanzstadträtin Brauner bei Sondergemeinderat auf Verlangen der FPÖ – SPÖ und Grüne verteidigen sukzessiven Ausstieg,5
Staatsanwaltschaft will Verurteilung wegen Mordes,1
Soll ab Mitternacht gelten,2
"Ungleiche gleich zu behandeln kann neue Ungleichheit schaffen, sagt Andrea D",7
"'Weil in Wien rund um den Gürtel und die dort gelegenen U-Bahn-Stationen der Handel mit Drogen stark zugenommen hat, soll das Gesetz verschärft werden, um leichter U-Haft verhängen zu können",1
Wilderer schlugen Rhinozeros vor zwei Wochen in der südlichen Region Kwazulu-Natal das Horn ab,7
Medienmogul lässt jüngere Generation ran - Sohn James wird Vorstandschef,6
Jürgen Klopp kehrt im Viertelfinale der Europa League an seine alte Wirkungsstätte  zurück,4
"BIP wuchs im dritten Quartal nur um 6,9 Prozent, schwache Konjunktur hatte sich bereits angekündigt",3
"Es handelte sich allerdings nur um eine Requisite – riesige Häme im Netz über ""iDioten""",0
Interne Transferzahlungen zwischen den Gebietskörperschaften sollen abgebaut werden,1
Ehe scheitert an Narkolepsie,6
"Aufsichtsratschef froh, dass der Vorstandschef bleibt",3
"'Ab Jänner mit neuem Layout als wöchentlicher ""Trend"" und monatlicher Premium-""Trend"" – Chefredakteur Lampl: ""Das ''Format'' stirbt nicht, es stirbt nur die Marke""",6
Der Online-Handel ist aus unserem Leben nicht mehr wegzudenken – ein Rückblick,0
Soll aus einer Gruppe heraus Opfer sexuell genötigt und dabei Handy gestohlen haben,1
Zlatko Junuzovic: (ÖFB-Torschütze): Natürlich muss man nach so einem zähen Spieler erst einmal runterkommen um das Ganze zu realisieren,4
"Nach Merkel will auch der türkische Präsident Erdogan nicht mehr ausschließen, dass Assad noch länger im Spiel bleibt",2
"Es gibt keine Denkverbote, man darf alles sagen – man sollte aber wissen, was man damit bewirkt, sagt Sprachforscher Anatol Stefanowitsch",5
Austria-Verteidiger erhält beim deutschen Bundesliga-Aufsteiger einen Vertrag bis 2018,4
Neuer Vorschlag soll Weg zu Einigung zwischen Sozialminister und Ländern ebnen,5
"Macri will Export ankurbeln –  Vorgängerin Cristina Fernández de Kirchner hoffte, Inlandspreise niedrig zu halten",2
"Neue Rubrik namens ""profil//shortlist"" eingeführt",6
"Die Niederlande schließen mit Beginn 2016 eine Gesetzeslücke, die es bis dato möglich gemacht hat, dass Asylwerber ihre Kinderbräute nachziehen lassen",1
Der Lungenfacharzt hat sich mit der Stadt Wien angelegt,5
Linux-Hersteller weiter auf Wachstumskurs – Umsatz legt um 14 Prozent zu,0
"In der nun ins Netz gestellten Datenbank finden sich Ärzte, Anwälte und Stiftungen",3
Niederösterreicher kämpfte ab der Hälfte des Matches mit starken Knieschmerzen,4
Erstmals seit Wochen gibt es im Irak Anzeichen für eine Lösung der politischen Krise,2
"Ungarische Regierung nimmt Massenausreise hin, kaum Flüchtlinge in Budapest",1
Refresh von XPS 13 und 15 sowie neuer Hybrid XPS 12 – Tablet und Tastatur mit Magneten verbunden,0
1:2 gegen Salzburger herber Dämpfer für Innsbruck – SKN nun vier Punkte vor dem LASK,4
"'WDR erweitert die Produktion um Beiträge in Arabisch, Kurdisch und Dari",6
"Schon im Juni könnten die Briten das Ende ihrer EU-Mitgliedschaft besiegeln, prominente Ex-Politiker spielten Szenarien durch",2
Auch Bayern-Zugang Renato Sanches im 23-Mann-Aufgebot von Teamchef Santos,4
Mann verletzte Jugendliche mit Stock am Kopf,1
Kärnten: Zwei Skiunfälle mit Fahrerflucht – Salzburg: Belgischer Snowboarder erlitt in Mühlbach schwere Kopfverletzungen,1
Die Moskauer Scientology-Kirche muss dichtmachen,1
Ukrainisches Kartellamt fordert drei Milliarden Euro – Russland und Ukraine überziehen einander seit Monaten mit Milliardenforderungen,3
"'In der Reihe ""Belvedere Werkverzeichnisse"" erschien eine Neuauflage zum Werk Franz Xaver Messerschmidts",8
Auf Twitter erteilen zahlreiche Muslime dem Aufruf Baghdadis zum Jihad eine Absage,2
"""Beleidigung der patriotischen Gefühle"" – Demonstration gegen Sendung",6
Opfer brach seinem Peiniger die Nase – Tatverdächtiger in Linzer Spital festgenommen,1
"'Trainer wünscht sich Leistungen wie gegen Fenerbahce und sieht die Wiener ""sehr organisiert und diszipliniert""",4
"Konsumentenschützer warnen vor Intransparenz und verraten, wie man sich schützen kann",0
Der Salzburger Abfüller Honigmayr sicherte sich die Rechte an der Nutzung der Zeichentrick-Biene,3
Der Entwurf zum neuen Kulturgutschutzgesetz sorgt in Deutschland für anhaltende Diskussionen,8
Jaap Huijskes scheidet früher als geplant aus,3
Österreicher in Rio gegen Schwartzman mit gewonnenem ersten Satz,4
"'In dieser Folge der Serie ""Die Rückseite des Films"": ein kinematografischer Streifzug durch die Welt vor 78 Jahren",1
'Bis Ende 2016 werden die Ostbankenbeteiligungen mit derzeit 48,3
Remedys neuer Shooter macht Spieler zu zeitmanipulierenden Revolverhelden und will dabei Film und Spiel verschmelzen,0
'DER STANDARD erklärt im Wien-Lexikon bis zur Wahl am 11,5
"Acht neue Patienten mit der schweren Atemwegserkrankung, Reisewarnung in Hongkong",1
"'Die Uni Salzburg hat das Ehrendoktorat, das sie dem großen Verhaltensforscher 1983 verliehen hatte, wieder aberkannt",7
"Pröll: ""Einen großartigen Seelsorger verloren""",5
Supreme Court: Staatliche Beihilfen für Versicherte durch Gesetzestext gedeckt,2
"Rechtsanwälte fordern, dass der gesetzliche Tarif inflationsangepasst wird, der Justizminister verweist auf das Finanzministerium",5
"Neuerliche Turbulenzen unter den Kärntner Freiheitlichen, Darmann folgt nach",5
"Je näher das Ziel für die Favoritin der Demokraten rückt, desto eher stellt sich die Frage, wer ihr Running Mate sein soll",2
Russland will die Abhängigkeit des Preises von Ural-Erdöl von US-Währungseinflüssen schrittweise verringern,3
Vorarlbergerin unterliegt in erster Runde der Italienerin Knapp im Tiebreak des dritten Satzes – Oberösterreicherin Haas erleidet ähnliches Schicksal,4
Schicker fordert Öffnung des Wahlrechts für alle – ÖVP dagegen,5
"Zulassungsbesitzer gab zu, am Steuer gesessen zu sein – 31-Jähriger blieb unverletzt",1
Real Madrid nach 7:1 über Celta vorerst neun Punkte hinter Barca – Gareth Bale traf bei Comeback,4
Angriff in der Nacht zum Samstag,2
Wiener Startup will Beleuchtung neu definieren und feiert Erfolg auf Kickstarter,0
"""Die Presse"": Grund sei die Kooperation mit dem russischen Energiekonzern Gazprom",3
"Drei Tiere sollen im Görtschitztal ""entnommen"" werden - Jagdreferent spricht von massivem Rückgang im Fischbestand",7
"'Verschaffen uns Drohnen einen Überblick über unzugängliche Krisengebiete, oder liefern sie Katastrophenpornos fürs Internet?",7
Eine Straßenschießerei in Latakiya bringt die Ressentiments der Alawiten zum Vorschein,2
Sechs Monate bedingt und 9,1
"Eine abgelehnte Bestellung des Künstlers Ai Weiwei trug den Dänen heftige Kritik ein, jetzt fragt der Hersteller nicht mehr nach dem Verwendungszweck",3
"Vermeintlicher 500-Euro-Gutschein ist nur Lockmittel, um an Daten zu gelangen",0
Keine günstigeren Alternativen - Österreich trotz Preisanstiegs immer noch günstig - Festnetz verliert weiter an Bedeutung,0
"Deal ist 15,6 Mrd",0
Fondsanbieter steigerte verwaltetes Vermögen um zehn Prozent – Im zweiten Quartal verdiente Unternehmen aber weniger,3
"'Integrationsexperte Kenan Güngör bestätigt, was eine neue Untersuchung islamischen Kindergärten nachsagt",5
Dots-Chef Martin Ho möchte revitalisieren und Preise senken,8
Prödl gewann mit Watford gegen Newcastle – Siegestor von Nuhiu für Sheffield Wednesday,4
"Der IS hat laut einem Einwohner gedroht, alle umzubringen, die den Anweisungen des Militärs folgen",2
Männer sollen 2014 elf Unbewaffnete erschossen haben und kamen als Flüchtlinge im September nach Finnland,2
"Zweistöckiges Restaurant, das zum Zeitpunkt des Unglücks gut besucht war, stürzte ein",1
"Von Helmut Schmidt, über Häupl und Faymann, Peter McDonald und Karl-Heinz Grasser bis hin zum Kaffeehausbesuch mit Van der Bellen hatte Cremer schon einige Bekanntheiten vor der Linse",6
Mann prangerte nach Brandstiftung wachsende Kriminalität an,2
Fünfmal in Kärnten – Im Jänner waren in acht Objekten 1,1
Mit der Heimpartie von Titelverteidiger New England Patriots gegen Rekordchampion Pittsburgh Steelers beginnt die neue Saison in der NFL,4
Amtsinhaber hat gute Chancen auf zwei Amtszeit – Neben dem Staatschef werden auch Parlament und Senat neu bestimmt – Grund für Helfer-Streik unklar,2
Entscheidung über den neuen Direktor des Instituts für höhere Studien fällt Mitte Februar,7
"Zsolt und Daniel zeigen euch, wie sich die Zukunft der Videospiele am eigenen Leib anfühlt",0
"Das Bundesverwaltungsgericht folgt der Argumentation, wonach der Abgang von Peter Weinzierl der Bank unverhältnismäßige Nachteile brächte",3
"Babler gibt Öffentlichkeitsarbeit wegen Arbeitsüberlastung ab – Gehalt als eigener Sekretär für Hobart ein ""moralischer Skandal""",5
"Youtuber The iBookGuy erklärt, wie farbenfrohe Games mit nur 16k Speicher möglich waren",0
Schadenersatz für verpassten Geschäftstermin,1
Verhandlungen mit den Gläubigern,3
Konfrontation zwischen jugendlichen Palästinensern und israelischer Armee,2
Analysten der Wall Street rechnen mit rund einer Million verkaufter Einheiten pro Monat,0
Wegen den Spätfolgen eines Felssturzes im Jahr 2011 kann das Kraftwerk seit eineinhalb Jahren keinen Strom mehr erzeugen,3
"Transaktion fehlgeschlagen: Fasching im Geldinstitut kann, muss aber nicht lustig sein",8
"SPÖ-Klubchef will bei Wien-Wahl ""beinharte"" Auseinandersetzung mit FPÖ",5
Christian W,6
"Projekt ""MutMacher"" der Jugendanwaltschaft bringt junge Flüchtlinge mit Mentoren zusammen",1
Händler element14 nimmt Version mit vorinstalliertem Microsoft-System ins Angebot,0
